13/may/2022 08:13:42 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: VARELA, cadenaComparar: VARELA PORRAS, borrarLetraN:  false
13/may/2022 08:14:15 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M. NATALIA, cadenaComparar: MARIA NATALIA, borrarLetraN:  false
13/may/2022 08:14:15 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: RINCON, cadenaComparar: RINCON CERON, borrarLetraN:  false
13/may/2022 08:14:15 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: CERON, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:14:15 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: SADIQUI, borrarLetraN:  false
13/may/2022 08:14:15 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: LIGMAIRY RAQUEL CHIQUINQUIRA, cadenaComparar: LIGMAIRY RAQUEL, borrarLetraN:  false
13/may/2022 08:14:15 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JUAN FCO, cadenaComparar: JUAN FRANCISCO, borrarLetraN:  false
13/may/2022 08:14:15 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA CRISTINA, cadenaComparar: CRISTINA, borrarLetraN:  false
13/may/2022 08:14:15 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MANUEL JOAQUIN JOSE, cadenaComparar: MANUEL, borrarLetraN:  false
13/may/2022 08:14:15 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FERNANDEZ-ALDAO, cadenaComparar: FERNANDEZ ALDAO, borrarLetraN:  false
13/may/2022 08:14:15 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: IBRAEVA, borrarLetraN:  false
13/may/2022 08:14:15 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:15 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: VICENT, cadenaComparar: VICENTE, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SVETLANA, cadenaComparar: SVITLANA, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARTINEZ-RISCO, cadenaComparar: MARTINEZ RISCO, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: AZNAREZ, cadenaComparar: AZNARES, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA MAR, cadenaComparar: MARIA DEL MAR, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ALBERTO ANIBAL DE, cadenaComparar: ALBERTO ANIBAL, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MIGUEL, cadenaComparar: DE MIGUEL, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PAULINA, cadenaComparar: PAULINA DEL SOCORRO, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: GARCIA-MORENO, cadenaComparar: GARCIA MORENO, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA DE LORETO, cadenaComparar: LORETO, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA MILAGROS AZUCENA, cadenaComparar: MILAGROS, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BUSELHAN, cadenaComparar: BUSELHAM, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ABEL LAH, cadenaComparar: ABDEL LAH, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: DRIS, cadenaComparar: DRI, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JHONATAN ALEXANDER, cadenaComparar: JHONATAN ALEXANDRE, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MEYLIN LIBETH, cadenaComparar: MEYLIN  LIBETH, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: DEL POZO, cadenaComparar: POZO, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FRANCISCA DE P., cadenaComparar: FRANCISCA, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M CARMEN, cadenaComparar: MARIA CARMEN, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FRANCISCO JAVIER, cadenaComparar: FRANCISCO JA, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FATTARELLI, cadenaComparar: FATARELLI, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: RAMANJIT KAUR, cadenaComparar: RAMANJIT, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: RAMANJIT KAUR, cadenaComparar: KAUR, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: GURLEEN KAUR, cadenaComparar: GURLEEN, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SINGH, cadenaComparar: KAUR, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: SINGH, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA MERCEDES, cadenaComparar: MERTXE, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: CARRERO, cadenaComparar: CARRERA, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: MARDO, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JUANA MODESTA, cadenaComparar: JUANA MODEST, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: EMMA, cadenaComparar: MARIA EMMA, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIKONVICH, cadenaComparar: MARINKOVICH, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA DEL ROSARIO, cadenaComparar: ROSARIO, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ABDELKAEIM, cadenaComparar: ABDELKARIM, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M CARMEN, cadenaComparar: MARIA CARMEN, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: YSABEL MARIA, cadenaComparar: YSABELA MARIA, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NAVARRO DE, cadenaComparar: NAVARRO, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: HARO, cadenaComparar: DE HARO, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JIEMENEZ, cadenaComparar: JIMENEZ, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: CHENG XIANG, cadenaComparar: CHENGXIANG, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JULIO, cadenaComparar: JULIO CESAR, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: CHMIELEWSKA, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: GONZALEZ, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: GOMES DA SILVA, cadenaComparar: GOMES, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SANTOS, cadenaComparar: DA SILVA, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: LASKIBAR, cadenaComparar: LASQUIBAR, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ARTETXE, cadenaComparar: ARTECHE, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA CRISTINA, cadenaComparar: MARIA CRISTINA MIKUE, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ENUORO, cadenaComparar: ENVORO, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: YATES, cadenaComparar: DOMINIC ALEXANDER, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: DOMINIC ALEXANDER, cadenaComparar: YATES, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MILIAN, cadenaComparar: MILIAM, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NAHRAOUI, cadenaComparar: NAHROUI, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA  ANGELES, cadenaComparar: M ANGELES, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FOKEEVA, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BEN LEKBIR, cadenaComparar: BEN, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: LEKBIR, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SFRISI, cadenaComparar: SIFRISI, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: GARCIA, cadenaComparar: GARCIA PIEIRO, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PIEIRO, cadenaComparar: GAUDENCIA, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ISABEL, cadenaComparar: MARIA ISABEL, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA MAR, cadenaComparar: MARIA DEL MAR, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: CIRCE ATENEA, cadenaComparar: CIRCE ATHENEA, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: AMADOU, cadenaComparar: AMADOR, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA DEL PINO, cadenaComparar: M PINO, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FRANCISCO, cadenaComparar: FRANCISCO JOSE, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA CARMEN, cadenaComparar: MARIA DEL CARMEN, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M TERESA, cadenaComparar: MARIA TERESA, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA CARMEN, cadenaComparar: M CARMEN, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JUAN F, cadenaComparar: JUAN FERNANDO, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA PILAR, cadenaComparar: PILAR, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: TRINIDAD, cadenaComparar: MARIA TRINIDAD, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M SOLEDAD, cadenaComparar: MARIA SOLEDAD, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ADAM AHMED ABD, cadenaComparar: ADAM AHMED ELAZIZ, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ORTIZ, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: AHMED ABD ELAZI, cadenaComparar: AHMED ABD ELAZIZ, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PABLO ANTONIO, cadenaComparar: PABLO A, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MADELEINE ANDRE, cadenaComparar: MADELEINE A, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ANA MARIA, cadenaComparar: ANA, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ARDIL, cadenaComparar: ARD, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: GARCIA, cadenaComparar: GARC, borrarLetraN:  false
13/may/2022 08:14:16 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: YAXI, cadenaComparar: CAROLINE, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARTIEZ PEALVER, cadenaComparar: MARTIEZ-PEALVER, borrarLetraN:  true
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: QUINTERO, cadenaComparar: QUINTERO MONTILLA, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MONTILLA, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: UGARTE, cadenaComparar: DE UGARTE, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: LOREAN JELIS, cadenaComparar: LOREANJELIS DE LOS ANGELES, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SANCLER, cadenaComparar: SANCLER SANCHEZ, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SANCHEZ, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ANGELA, cadenaComparar: ANGELA ISABEL, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: VANESSA, cadenaComparar: VANESA, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JUDIT, cadenaComparar: JUDITH, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ALVAREZ, cadenaComparar: AVAREZ, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MOHAMMAD, cadenaComparar: MOHAMMAD RASHID, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: RASHID, cadenaComparar: ---, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M EUGENIA, cadenaComparar: MARIA EUGENIA, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JOSE M, cadenaComparar: JOSE MARIA, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JIMENEZ, cadenaComparar: DE BOGADO, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PLAMEN, cadenaComparar: PLAMEN GEORGIEV, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: GEORGIEV, cadenaComparar: KEREZOV, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: KEREZOV, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JUAN, cadenaComparar: JUAN LEVI, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ---, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: RICARDO R, cadenaComparar: RICARDO ROLANDO, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: DOLORES, cadenaComparar: DOLORES CEL CARMEN, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: YOUSEF, cadenaComparar: YOUSSEF, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA YOLANDA, cadenaComparar: M YOLANDA, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: IDRISSI-NOURTI, cadenaComparar: IDRISSI NOURTI, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JONATHAN FABRICIO, cadenaComparar: JONATHAN F., borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ROSA, cadenaComparar: DE LA ROSA, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BAGARY, cadenaComparar: BANGARY, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PATRICIA GUADAL, cadenaComparar: PATRICIA G., borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: TATIANA ALEXANDRA, cadenaComparar: TATIANA, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ELIVET DEL SOCORRO, cadenaComparar: ELIVET SOCORRO, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: THOMAS BERNARD PIERRE, cadenaComparar: THOMAS BENARD P, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: LAGDAF, cadenaComparar: LAGDAF MOHAMED, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MOHAMED, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M CARMEN, cadenaComparar: MARIA CARMEN, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ALICIA CINDY, cadenaComparar: ALICIA CINDYMAR, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA ROCIO, cadenaComparar: ROCIO, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MU?OZ, cadenaComparar: MUOZ, borrarLetraN:  true
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: HERRANZ, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ANTONIO, cadenaComparar: ANTONIO FRANCIS, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ABBOU, cadenaComparar: BEN ABBOU, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA ROSARIO, cadenaComparar: M ROSARIO, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JORGE, cadenaComparar: JORGE LUIS, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: GUEYE, cadenaComparar: MBOR, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MBOR, cadenaComparar: GUEYE, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: GUILLERMINA VICTORIA, cadenaComparar: GUILLERMINA, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M ISABEL, cadenaComparar: ISABEL, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ELHADJ MOHAMED NOURE, cadenaComparar: ELHADJ MOHAMED, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA, cadenaComparar: MARIA ELENA, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MAHAMADOU, cadenaComparar: MOHAMADOU, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M CONCEPCION, cadenaComparar: MARIA CONCEPCION, borrarLetraN:  false
13/may/2022 08:21:33 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FRANCISCA DEL CARMEN, cadenaComparar: FRANCISCA CARMEN, borrarLetraN:  false
